"sep=,"
Shimmer_7619_Timestamp_Unix_CAL,Shimmer_7619_GSR_Range_CAL,Shimmer_7619_GSR_Skin_Conductance_CAL,Shimmer_7619_GSR_Skin_Resistance_CAL,Shimmer_7619_PPG_A13_CAL,
1.5833799771414795E12,3.0,0.06504606504606503,15373.720136518778,0.0,
1.583379977149292E12,3.0,0.06415806415806413,15586.505190311425,0.0,
1.5833799771571045E12,3.0,0.06593406593406591,15166.666666666673,0.0,
1.583379977164917E12,3.0,0.06460206460206457,15479.381443298977,0.0,
1.5833799771727295E12,3.0,0.06504606504606503,15373.720136518778,0.0,
1.583379977180542E12,3.0,0.06549006549006546,15269.491525423737,0.0,
1.5833799771883545E12,3.0,0.06415806415806413,15586.505190311425,0.0,
1.583379977196167E12,3.0,0.06549006549006546,15269.491525423737,0.0,
1.5833799772039795E12,3.0,0.06460206460206457,15479.381443298977,0.0,
1.583379977211792E12,3.0,0.0637140637140637,15695.121951219518,0.0,
1.5833799772196045E12,3.0,0.06415806415806413,15586.505190311425,0.0,
1.583379977227417E12,3.0,0.0628260628260628,15916.961130742055,0.0,
1.5833799772352295E12,3.0,0.0637140637140637,15695.121951219518,0.0,
1.583379977243042E12,3.0,0.059718059718059706,16745.353159851304,0.0,
1.5833799772508545E12,3.0,0.05572205572205573,17946.21513944223,0.0,
1.583379977258667E12,3.0,0.05261405261405263,19006.329113924046,0.0,
1.5833799772664795E12,3.0,0.04906204906204909,20382.352941176458,0.0,
1.583379977274292E12,3.0,0.04906204906204909,20382.352941176458,0.0,
1.5833799772821045E12,3.0,0.048174048174048203,20758.06451612902,0.0,
1.583379977289917E12,3.0,0.04728604728604726,21147.887323943676,0.0,
1.5833799772977295E12,3.0,0.04906204906204909,20382.352941176458,0.0,
1.583379977305542E12,3.0,0.048618048618048644,20568.49315068492,0.7326007326007326,
1.5833799773133545E12,3.0,0.0512820512820513,19499.999999999993,0.0,
1.583379977321167E12,3.0,0.05217005217005219,19168.085106382972,0.0,
1.5833799773289795E12,3.0,0.05261405261405263,19006.329113924046,0.0,
1.583379977336792E12,3.0,0.05527805527805528,18090.36144578313,0.0,
1.5833799773446045E12,3.0,0.0543900543900544,18385.714285714283,0.0,
1.583379977352417E12,3.0,0.05572205572205573,17946.21513944223,0.0,
1.5833799773602295E12,3.0,0.05661005661005661,17664.70588235294,0.0,
1.583379977368042E12,3.0,0.05572205572205573,17946.21513944223,0.0,
1.5833799773758545E12,3.0,0.05794205794205794,17258.620689655174,0.0,
1.583379977383667E12,3.0,0.057498057498057496,17391.891891891893,0.0,
1.5833799773914795E12,3.0,0.05794205794205794,17258.620689655174,0.0,
1.583379977399292E12,3.0,0.061494061494061475,16261.732851985564,0.7326007326007326,
1.5833799774071045E12,3.0,0.06593406593406591,15166.666666666673,0.0,
1.583379977414917E12,3.0,0.0703740703740704,14209.779179810721,0.0,
1.5833799774227295E12,3.0,0.07126207126207128,14032.710280373829,0.0,
1.583379977430542E12,3.0,0.07126207126207128,14032.710280373829,0.0,
1.5833799774383545E12,3.0,0.0725940725940726,13775.229357798164,0.0,
1.583379977446167E12,3.0,0.07126207126207128,14032.710280373829,0.0,
1.5833799774539795E12,3.0,0.07303807303807304,13691.489361702126,0.0,
1.583379977461792E12,3.0,0.07303807303807304,13691.489361702126,0.0,
1.5833799774696045E12,3.0,0.06771006771006774,14768.852459016387,0.0,
1.583379977477417E12,3.0,0.06504606504606503,15373.720136518778,0.0,
1.5833799774852295E12,3.0,0.06193806193806193,16145.161290322585,0.0,
1.583379977493042E12,3.0,0.06238206238206236,16030.24911032029,0.0,
1.5833799775008545E12,3.0,0.06238206238206236,16030.24911032029,0.0,
1.583379977508667E12,3.0,0.061494061494061475,16261.732851985564,0.0,
1.5833799775164795E12,3.0,0.06327006327006324,15805.263157894742,0.0,
1.583379977524292E12,3.0,0.06193806193806193,16145.161290322585,0.0,
1.5833799775321045E12,3.0,0.0628260628260628,15916.961130742055,0.0,
1.583379977539917E12,3.0,0.0637140637140637,15695.121951219518,0.0,
1.5833799775477295E12,3.0,0.06238206238206236,16030.24911032029,0.0,
1.583379977555542E12,3.0,0.06415806415806413,15586.505190311425,0.0,
1.5833799775633545E12,3.0,0.0637140637140637,15695.121951219518,0.0,
1.583379977571167E12,3.0,0.0637140637140637,15695.121951219518,0.0,
1.5833799775789795E12,3.0,0.06504606504606503,15373.720136518778,0.0,
1.583379977586792E12,3.0,0.06415806415806413,15586.505190311425,0.0,
1.5833799775946045E12,3.0,0.06504606504606503,15373.720136518778,0.0,
1.583379977602417E12,3.0,0.06504606504606503,15373.720136518778,0.0,
1.5833799776102295E12,3.0,0.06504606504606503,15373.720136518778,0.0,
1.583379977618042E12,3.0,0.06637806637806641,15065.21739130434,0.0,
1.5833799776258545E12,3.0,0.06549006549006546,15269.491525423737,0.0,
1.583379977633667E12,3.0,0.06637806637806641,15065.21739130434,0.0,
1.5833799776414795E12,3.0,0.06682206682206686,14965.11627906976,0.0,
1.583379977649292E12,3.0,0.06593406593406591,15166.666666666673,0.0,
1.5833799776571045E12,3.0,0.06726606726606729,14866.336633663359,0.0,
1.583379977664917E12,3.0,0.06637806637806641,15065.21739130434,0.0,
1.5833799776727295E12,3.0,0.06726606726606729,14866.336633663359,0.7326007326007326,
1.583379977680542E12,3.0,0.06771006771006774,14768.852459016387,0.0,
1.5833799776883545E12,3.0,0.06593406593406591,15166.666666666673,0.0,
1.583379977696167E12,3.0,0.06682206682206686,14965.11627906976,0.0,
1.5833799777039795E12,3.0,0.06593406593406591,15166.666666666673,0.7326007326007326,
1.583379977711792E12,3.0,0.06593406593406591,15166.666666666673,0.0,
1.5833799777196045E12,3.0,0.06726606726606729,14866.336633663359,0.0,
1.583379977727417E12,3.0,0.06549006549006546,15269.491525423737,0.0,
1.5833799777352295E12,3.0,0.06593406593406591,15166.666666666673,0.0,
1.583379977743042E12,3.0,0.059718059718059706,16745.353159851304,0.0,
1.5833799777508545E12,3.0,0.05261405261405263,19006.329113924046,0.0,
1.583379977758667E12,3.0,0.05261405261405263,19006.329113924046,0.0,
1.5833799777664795E12,3.0,0.05261405261405263,19006.329113924046,0.0,
1.583379977774292E12,3.0,0.05527805527805528,18090.36144578313,0.0,
1.5833799777821045E12,3.0,0.05661005661005661,17664.70588235294,0.0,
1.583379977789917E12,3.0,0.057054057054057056,17527.237354085602,0.0,
1.5833799777977295E12,3.0,0.059718059718059706,16745.353159851304,0.0,
1.583379977805542E12,3.0,0.05927405927405926,16870.786516853936,0.0,
1.5833799778133545E12,3.0,0.061050061050061034,16380.000000000004,0.0,
1.583379977821167E12,3.0,0.06193806193806193,16145.161290322585,0.0,
1.5833799778289795E12,3.0,0.061050061050061034,16380.000000000004,0.0,
1.583379977836792E12,3.0,0.06327006327006324,15805.263157894742,0.0,
1.5833799778446045E12,3.0,0.0628260628260628,15916.961130742055,0.0,
1.583379977852417E12,3.0,0.0637140637140637,15695.121951219518,0.0,
1.5833799778602295E12,3.0,0.06460206460206457,15479.381443298977,0.0,
1.583379977868042E12,3.0,0.06327006327006324,15805.263157894742,0.0,
1.5833799778758545E12,3.0,0.06460206460206457,15479.381443298977,0.0,
1.583379977883667E12,3.0,0.0637140637140637,15695.121951219518,0.0,
1.5833799778914795E12,3.0,0.06327006327006324,15805.263157894742,0.0,
1.583379977899292E12,3.0,0.06460206460206457,15479.381443298977,0.0,
1.5833799779071045E12,3.0,0.06327006327006324,15805.263157894742,0.0,
1.583379977914917E12,3.0,0.06460206460206457,15479.381443298977,0.0,
1.5833799779227295E12,3.0,0.0637140637140637,15695.121951219518,0.0,
1.583379977930542E12,3.0,0.06193806193806193,16145.161290322585,0.0,
1.5833799779383545E12,3.0,0.0628260628260628,15916.961130742055,0.0,
1.583379977946167E12,3.0,0.06193806193806193,16145.161290322585,0.0,
1.5833799779539795E12,3.0,0.06327006327006324,15805.263157894742,0.0,
1.583379977961792E12,3.0,0.06327006327006324,15805.263157894742,0.7326007326007326,
1.5833799779696045E12,3.0,0.061050061050061034,16380.000000000004,0.7326007326007326,
1.583379977977417E12,3.0,0.0628260628260628,15916.961130742055,0.0,
1.5833799779852295E12,3.0,0.06193806193806193,16145.161290322585,0.0,
1.583379977993042E12,3.0,0.06238206238206236,16030.24911032029,0.0,
1.5833799780008545E12,3.0,0.061494061494061475,16261.732851985564,0.0,
1.583379978008667E12,3.0,0.059718059718059706,16745.353159851304,0.0,
1.5833799780164795E12,3.0,0.06193806193806193,16145.161290322585,0.0,
1.583379978024292E12,3.0,0.06238206238206236,16030.24911032029,0.0,
1.5833799780321045E12,3.0,0.06238206238206236,16030.24911032029,0.0,
1.583379978039917E12,3.0,0.06415806415806413,15586.505190311425,0.0,
1.5833799780477295E12,3.0,0.0628260628260628,15916.961130742055,0.0,
1.583379978055542E12,3.0,0.06460206460206457,15479.381443298977,0.0,
1.5833799780633545E12,3.0,0.06415806415806413,15586.505190311425,0.0,
1.583379978071167E12,3.0,0.0637140637140637,15695.121951219518,0.0,
1.5833799780789795E12,3.0,0.06549006549006546,15269.491525423737,0.0,
1.583379978086792E12,3.0,0.06415806415806413,15586.505190311425,0.0,
1.5833799780946045E12,3.0,0.06549006549006546,15269.491525423737,0.0,
1.583379978102417E12,3.0,0.06771006771006774,14768.852459016387,0.0,
1.5833799781102295E12,3.0,0.06815406815406817,14672.638436482079,0.0,
1.583379978118042E12,3.0,0.07081807081807083,14120.68965517241,0.0,
1.5833799781258545E12,3.0,0.0703740703740704,14209.779179810721,0.0,
1.583379978133667E12,3.0,0.07215007215007216,13859.999999999998,0.0,
1.5833799781414795E12,3.0,0.07392607392607393,13527.027027027027,0.0,
1.583379978149292E12,3.0,0.07437007437007438,13446.268656716416,0.0,
1.5833799781571045E12,3.0,0.07703407703407703,12981.268011527378,0.0,
1.583379978164917E12,3.0,0.07703407703407703,12981.268011527378,0.0,
1.5833799781727295E12,3.0,0.07792207792207792,12833.333333333334,0.0,
1.583379978180542E12,3.0,0.07925407925407923,12617.647058823532,0.0,
1.5833799781883545E12,3.0,0.07792207792207792,12833.333333333334,0.0,
1.583379978196167E12,3.0,0.07925407925407923,12617.647058823532,0.0,
1.5833799782039795E12,3.0,0.0788100788100788,12688.7323943662,0.0,
1.583379978211792E12,3.0,0.0788100788100788,12688.7323943662,0.0,
1.5833799782196045E12,3.0,0.08014208014208013,12477.839335180059,0.7326007326007326,
1.583379978227417E12,3.0,0.0788100788100788,12688.7323943662,0.0,
1.5833799782352295E12,3.0,0.08014208014208013,12477.839335180059,0.0,
1.583379978243042E12,3.0,0.08058608058608056,12409.090909090912,0.0,
1.5833799782508545E12,3.0,0.08014208014208013,12477.839335180059,0.0,
1.583379978258667E12,3.0,0.08147408147408146,12273.841961852864,0.0,
1.5833799782664795E12,3.0,0.08058608058608056,12409.090909090912,0.0,
1.583379978274292E12,3.0,0.08236208236208233,12141.509433962268,0.7326007326007326,
1.5833799782821045E12,3.0,0.08325008325008322,12012.000000000004,0.0,
1.583379978289917E12,3.0,0.08236208236208233,12141.509433962268,0.0,
1.5833799782977295E12,3.0,0.08458208458208455,11822.834645669296,0.0,
1.583379978305542E12,3.0,0.08369408369408367,11948.27586206897,0.0,
1.5833799783133545E12,3.0,0.08458208458208455,11822.834645669296,0.0,
1.583379978321167E12,3.0,0.0854700854700855,11699.999999999996,0.0,
1.5833799783289795E12,3.0,0.0841380841380841,11885.224274406337,0.0,
1.583379978336792E12,3.0,0.0854700854700855,11699.999999999996,0.0,
1.5833799783446045E12,3.0,0.08502608502608501,11761.09660574413,0.0,
1.583379978352417E12,3.0,0.08502608502608501,11761.09660574413,0.0,
1.5833799783602295E12,3.0,0.08591408591408595,11639.534883720926,0.0,
1.583379978368042E12,3.0,0.08458208458208455,11822.834645669296,0.0,
1.5833799783758545E12,3.0,0.0854700854700855,11699.999999999996,0.0,
1.583379978383667E12,3.0,0.08458208458208455,11822.834645669296,0.0,
1.5833799783914795E12,3.0,0.0841380841380841,11885.224274406337,0.0,
1.583379978399292E12,3.0,0.0854700854700855,11699.999999999996,0.0,
1.5833799784071045E12,3.0,0.0841380841380841,11885.224274406337,0.0,
1.583379978414917E12,3.0,0.08502608502608501,11761.09660574413,0.0,
1.5833799784227295E12,3.0,0.0854700854700855,11699.999999999996,0.0,
1.583379978430542E12,3.0,0.08458208458208455,11822.834645669296,0.0,
1.5833799784383545E12,3.0,0.08591408591408595,11639.534883720926,0.0,
1.583379978446167E12,3.0,0.08458208458208455,11822.834645669296,0.0,
1.5833799784539795E12,3.0,0.08502608502608501,11761.09660574413,0.0,
1.583379978461792E12,3.0,0.08591408591408595,11639.534883720926,0.0,
1.5833799784696045E12,3.0,0.08458208458208455,11822.834645669296,0.0,
1.583379978477417E12,3.0,0.08591408591408595,11639.534883720926,0.0,
1.5833799784852295E12,3.0,0.0854700854700855,11699.999999999996,0.0,
1.583379978493042E12,3.0,0.0854700854700855,11699.999999999996,0.0,
1.5833799785008545E12,3.0,0.08680208680208684,11520.460358056262,0.0,
1.583379978508667E12,3.0,0.08502608502608501,11761.09660574413,0.0,
1.5833799785164795E12,3.0,0.0863580863580864,11579.691516709507,0.0,
1.583379978524292E12,3.0,0.0863580863580864,11579.691516709507,0.0,
1.5833799785321045E12,3.0,0.08591408591408595,11639.534883720926,0.0,
1.583379978539917E12,3.0,0.08680208680208684,11520.460358056262,0.0,
1.5833799785477295E12,3.0,0.08591408591408595,11639.534883720926,0.0,
1.583379978555542E12,3.0,0.08680208680208684,11520.460358056262,0.0,
1.5833799785633545E12,3.0,0.08680208680208684,11520.460358056262,0.0,
1.583379978571167E12,3.0,0.08591408591408595,11639.534883720926,0.0,
1.5833799785789795E12,3.0,0.08724608724608728,11461.832061068699,0.0,
1.583379978586792E12,3.0,0.08591408591408595,11639.534883720926,0.7326007326007326,
1.5833799785946045E12,3.0,0.08680208680208684,11520.460358056262,0.0,
1.583379978602417E12,3.0,0.08724608724608728,11461.832061068699,0.0,
1.5833799786102295E12,3.0,0.0863580863580864,11579.691516709507,0.0,
1.583379978618042E12,3.0,0.08769008769008772,11403.797468354427,0.0,
1.5833799786258545E12,3.0,0.08680208680208684,11520.460358056262,0.0,
1.583379978633667E12,3.0,0.08680208680208684,11520.460358056262,0.0,
1.5833799786414795E12,3.0,0.08769008769008772,11403.797468354427,0.0,
1.583379978649292E12,3.0,0.0863580863580864,11579.691516709507,0.0,
1.5833799786571045E12,3.0,0.08769008769008772,11403.797468354427,0.0,
1.583379978664917E12,3.0,0.08724608724608728,11461.832061068699,0.0,
1.5833799786727295E12,3.0,0.08680208680208684,11520.460358056262,0.0,
1.583379978680542E12,3.0,0.08813408813408816,11346.347607052894,0.0,
1.5833799786883545E12,3.0,0.08680208680208684,11520.460358056262,0.7326007326007326,
1.583379978696167E12,3.0,0.08769008769008772,11403.797468354427,0.0,
1.5833799787039795E12,3.0,0.08769008769008772,11403.797468354427,0.0,
1.583379978711792E12,3.0,0.08680208680208684,11520.460358056262,0.0,
1.5833799787196045E12,3.0,0.0885780885780886,11289.473684210523,0.0,
1.583379978727417E12,3.0,0.08724608724608728,11461.832061068699,0.0,
1.5833799787352295E12,3.0,0.08769008769008772,11403.797468354427,0.0,
1.583379978743042E12,3.0,0.08813408813408816,11346.347607052894,0.0,
1.5833799787508545E12,3.0,0.08724608724608728,11461.832061068699,0.0,
1.583379978758667E12,3.0,0.0885780885780886,11289.473684210523,0.0,
1.5833799787664795E12,3.0,0.08769008769008772,11403.797468354427,0.0,
1.583379978774292E12,3.0,0.08769008769008772,11403.797468354427,0.0,
1.5833799787821045E12,3.0,0.0885780885780886,11289.473684210523,0.0,
1.583379978789917E12,3.0,0.08724608724608728,11461.832061068699,0.0,
1.5833799787977295E12,3.0,0.0885780885780886,11289.473684210523,0.0,
1.583379978805542E12,3.0,0.08769008769008772,11403.797468354427,0.0,
1.5833799788133545E12,3.0,0.08769008769008772,11403.797468354427,0.0,
1.583379978821167E12,3.0,0.08902208902208905,11233.167082294261,0.0,
1.5833799788289795E12,3.0,0.08769008769008772,11403.797468354427,0.0,
1.583379978836792E12,3.0,0.0885780885780886,11289.473684210523,0.0,
1.5833799788446045E12,3.0,0.0885780885780886,11289.473684210523,0.0,
1.583379978852417E12,3.0,0.08769008769008772,11403.797468354427,0.0,
1.5833799788602295E12,3.0,0.08902208902208905,11233.167082294261,0.0,
1.583379978868042E12,3.0,0.08769008769008772,11403.797468354427,0.0,
1.5833799788758545E12,3.0,0.0885780885780886,11289.473684210523,0.0,
1.583379978883667E12,3.0,0.08902208902208905,11233.167082294261,0.0,
1.5833799788914795E12,3.0,0.08769008769008772,11403.797468354427,0.0,
1.583379978899292E12,3.0,0.08946608946608949,11177.419354838707,0.0,
1.5833799789071045E12,3.0,0.08813408813408816,11346.347607052894,0.0,
1.583379978914917E12,3.0,0.0885780885780886,11289.473684210523,0.0,
1.5833799789227295E12,3.0,0.08902208902208905,11233.167082294261,0.0,
1.583379978930542E12,3.0,0.08769008769008772,11403.797468354427,0.0,
1.5833799789383545E12,3.0,0.08902208902208905,11233.167082294261,0.0,
1.583379978946167E12,3.0,0.08813408813408816,11346.347607052894,0.0,
1.5833799789539795E12,3.0,0.08813408813408816,11346.347607052894,0.0,
1.583379978961792E12,3.0,0.08902208902208905,11233.167082294261,0.0,
1.5833799789696045E12,3.0,0.08769008769008772,11403.797468354427,0.0,
1.583379978977417E12,3.0,0.08902208902208905,11233.167082294261,0.0,
1.5833799789852295E12,3.0,0.0885780885780886,11289.473684210523,0.0,
1.583379978993042E12,3.0,0.08813408813408816,11346.347607052894,0.0,
1.5833799790008545E12,3.0,0.08902208902208905,11233.167082294261,0.0,
1.583379979008667E12,3.0,0.08813408813408816,11346.347607052894,0.0,
1.5833799790164795E12,3.0,0.08902208902208905,11233.167082294261,0.0,
1.583379979024292E12,3.0,0.08902208902208905,11233.167082294261,0.0,
1.5833799790321045E12,3.0,0.0885780885780886,11289.473684210523,0.7326007326007326,
1.583379979039917E12,3.0,0.08946608946608949,11177.419354838707,0.0,
1.5833799790477295E12,3.0,0.0885780885780886,11289.473684210523,0.0,
1.583379979055542E12,3.0,0.08902208902208905,11233.167082294261,0.0,
1.5833799790633545E12,3.0,0.08902208902208905,11233.167082294261,0.0,
1.583379979071167E12,3.0,0.08813408813408816,11346.347607052894,0.0,
1.5833799790789795E12,3.0,0.08946608946608949,11177.419354838707,0.0,
1.583379979086792E12,3.0,0.0885780885780886,11289.473684210523,0.0,
1.5833799790946045E12,3.0,0.0885780885780886,11289.473684210523,0.7326007326007326,
1.583379979102417E12,3.0,0.08946608946608949,11177.419354838707,0.0,
1.5833799791102295E12,3.0,0.08813408813408816,11346.347607052894,0.0,
1.583379979118042E12,3.0,0.08946608946608949,11177.419354838707,0.0,
1.5833799791258545E12,3.0,0.08902208902208905,11233.167082294261,0.0,
1.583379979133667E12,3.0,0.0885780885780886,11289.473684210523,0.0,
1.5833799791414795E12,3.0,0.08946608946608949,11177.419354838707,0.0,
1.583379979149292E12,3.0,0.08813408813408816,11346.347607052894,0.0,
1.5833799791571045E12,3.0,0.08946608946608949,11177.419354838707,0.0,
1.583379979164917E12,3.0,0.08946608946608949,11177.419354838707,0.0,
1.5833799791727295E12,3.0,0.08902208902208905,11233.167082294261,0.0,
1.583379979180542E12,3.0,0.09035409035409037,11067.567567567567,0.0,
1.5833799791883545E12,3.0,0.08946608946608949,11177.419354838707,0.0,
1.583379979196167E12,3.0,0.09035409035409037,11067.567567567567,0.0,
1.5833799792039795E12,3.0,0.09035409035409037,11067.567567567567,0.0,
1.583379979211792E12,3.0,0.08946608946608949,11177.419354838707,0.0,
1.5833799792196045E12,3.0,0.09124209124209125,10959.854014598539,0.0,
1.583379979227417E12,3.0,0.08991008991008992,11122.22222222222,0.0,
1.5833799792352295E12,3.0,0.09035409035409037,11067.567567567567,0.0,
1.583379979243042E12,3.0,0.09124209124209125,10959.854014598539,0.0,
1.5833799792508545E12,3.0,0.09035409035409037,11067.567567567567,0.0,
1.583379979258667E12,3.0,0.09124209124209125,10959.854014598539,0.0,
1.5833799792664795E12,3.0,0.09035409035409037,11067.567567567567,0.0,
1.583379979274292E12,3.0,0.09035409035409037,11067.567567567567,0.0,
1.5833799792821045E12,3.0,0.09124209124209125,10959.854014598539,0.0,
1.583379979289917E12,3.0,0.08991008991008992,11122.22222222222,0.0,
1.5833799792977295E12,3.0,0.09079809079809081,11013.447432762834,0.0,
1.583379979305542E12,3.0,0.09079809079809081,11013.447432762834,0.0,
1.5833799793133545E12,3.0,0.09035409035409037,11067.567567567567,0.0,
1.583379979321167E12,3.0,0.09124209124209125,10959.854014598539,0.0,
1.5833799793289795E12,3.0,0.09035409035409037,11067.567567567567,0.0,
1.583379979336792E12,3.0,0.09124209124209125,10959.854014598539,0.0,
1.5833799793446045E12,3.0,0.09079809079809081,11013.447432762834,0.0,
1.583379979352417E12,3.0,0.09035409035409037,11067.567567567567,0.0,
1.5833799793602295E12,3.0,0.09124209124209125,10959.854014598539,0.0,
1.583379979368042E12,3.0,0.08991008991008992,11122.22222222222,0.0,
1.5833799793758545E12,3.0,0.09035409035409037,11067.567567567567,0.0,
1.583379979383667E12,3.0,0.09035409035409037,11067.567567567567,0.0,
1.5833799793914795E12,3.0,0.08946608946608949,11177.419354838707,0.0,
1.583379979399292E12,3.0,0.09079809079809081,11013.447432762834,0.0,
1.5833799794071045E12,3.0,0.08991008991008992,11122.22222222222,0.0,
1.583379979414917E12,3.0,0.09035409035409037,11067.567567567567,0.0,
1.5833799794227295E12,3.0,0.09079809079809081,11013.447432762834,0.0,
1.583379979430542E12,3.0,0.08991008991008992,11122.22222222222,0.0,
1.5833799794383545E12,3.0,0.09079809079809081,11013.447432762834,0.0,
1.583379979446167E12,3.0,0.09035409035409037,11067.567567567567,0.0,
1.5833799794539795E12,3.0,0.09035409035409037,11067.567567567567,0.0,
1.583379979461792E12,3.0,0.09124209124209125,10959.854014598539,0.0,
1.5833799794696045E12,3.0,0.08991008991008992,11122.22222222222,0.0,
1.583379979477417E12,3.0,0.09124209124209125,10959.854014598539,0.0,
1.5833799794852295E12,3.0,0.09079809079809081,11013.447432762834,0.0,
1.583379979493042E12,3.0,0.09035409035409037,11067.567567567567,0.0,
1.5833799795008545E12,3.0,0.09124209124209125,10959.854014598539,0.0,
1.583379979508667E12,3.0,0.08946608946608949,11177.419354838707,0.0,
1.5833799795164795E12,3.0,0.08946608946608949,11177.419354838707,0.0,
1.583379979524292E12,3.0,0.08902208902208905,11233.167082294261,0.0,
1.5833799795321045E12,3.0,0.08813408813408816,11346.347607052894,0.0,
1.583379979539917E12,3.0,0.08902208902208905,11233.167082294261,0.0,
1.5833799795477295E12,3.0,0.08769008769008772,11403.797468354427,0.0,
1.583379979555542E12,3.0,0.08813408813408816,11346.347607052894,0.0,
1.5833799795633545E12,3.0,0.0885780885780886,11289.473684210523,0.0,
1.583379979571167E12,3.0,0.08769008769008772,11403.797468354427,0.0,
1.5833799795789795E12,3.0,0.08902208902208905,11233.167082294261,0.0,
1.583379979586792E12,3.0,0.0885780885780886,11289.473684210523,0.0,
1.5833799795946045E12,3.0,0.0885780885780886,11289.473684210523,0.0,
1.583379979602417E12,3.0,0.08902208902208905,11233.167082294261,0.0,
1.5833799796102295E12,3.0,0.08813408813408816,11346.347607052894,0.0,
1.583379979618042E12,3.0,0.08902208902208905,11233.167082294261,0.0,
1.5833799796258545E12,3.0,0.08902208902208905,11233.167082294261,0.0,
1.583379979633667E12,3.0,0.0885780885780886,11289.473684210523,0.0,
1.5833799796414795E12,3.0,0.08991008991008992,11122.22222222222,0.0,
1.583379979649292E12,3.0,0.0885780885780886,11289.473684210523,0.0,
1.5833799796571045E12,3.0,0.08946608946608949,11177.419354838707,0.0,
1.583379979664917E12,3.0,0.08946608946608949,11177.419354838707,0.0,
1.5833799796727295E12,3.0,0.08902208902208905,11233.167082294261,0.0,
1.583379979680542E12,3.0,0.09035409035409037,11067.567567567567,0.0,
1.5833799796883545E12,3.0,0.08902208902208905,11233.167082294261,0.0,
1.583379979696167E12,3.0,0.08946608946608949,11177.419354838707,0.0,
1.5833799797039795E12,3.0,0.08991008991008992,11122.22222222222,0.0,
1.583379979711792E12,3.0,0.08902208902208905,11233.167082294261,0.0,
1.5833799797196045E12,3.0,0.09035409035409037,11067.567567567567,0.0,
1.583379979727417E12,3.0,0.08946608946608949,11177.419354838707,0.0,
1.5833799797352295E12,3.0,0.08991008991008992,11122.22222222222,0.0,
1.583379979743042E12,3.0,0.09035409035409037,11067.567567567567,0.0,
1.5833799797508545E12,3.0,0.08902208902208905,11233.167082294261,0.0,
